GDP_Type,GuardiumVersion,OSName,OSVersion,DatabaseName,DatabaseVersion,Network traffic,Local traffic,Encrypted traffic,Shared Memory,Kerberos,Blocking,Redaction,UID Chain,Compression,Query Rewrite,Instance Discovery,Protocol,Notes
GDP,12.0,Oracle Linux,Oracle Linux 9,Oracle,Oracle 18c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.0,Oracle Linux,Oracle Linux 9,Oracle,Oracle 19c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.0,Oracle Linux,Oracle Linux 9,Oracle,Oracle 21c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.1,Oracle Linux,Oracle Linux 9,Oracle,Oracle 11gR2,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.1,Oracle Linux,Oracle Linux 9,Oracle,Oracle 12.1,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.1,Oracle Linux,Oracle Linux 9,Oracle,Oracle 12.2,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.1,Oracle Linux,Oracle Linux 9,Oracle,Oracle 18c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.1,Oracle Linux,Oracle Linux 9,Oracle,Oracle 19c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.1,Oracle Linux,Oracle Linux 9,Oracle,Oracle 21c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.1,Oracle Linux,Oracle Linux 9,Oracle,Oracle 23ai,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configurations are surpported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported. ATAP with Linux 2.6.36 and higher only.
GDP,12.1,Red Hat,Red Hat 8,Oracle,Oracle 23ai,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configurations are surpported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported. ATAP with Linux 2.6.36 and higher only.
GDP,12.1,Red Hat,Red Hat 9,Oracle,Oracle 23ai,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configurations are surpported. Oracle installed on supported OS version on OCI is supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.0,Amazon Linux,Amazon Linux 2,MongoDB,MongoDB 7.0,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP ",KTAP,"KTAP, ATAP",KTAP,,,,supported on x86 and Arm64
GDP,12.0,Amazon Linux,Amazon Linux 2023,MongoDB,MongoDB 7.0,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP ",KTAP,"KTAP, ATAP",KTAP,,,,supported on x86 and Arm64
GDP,12.0,Amazon Linux,Amazon Linux 2,Oracle,Oracle 19c,KTAP,KTAP,"ATAP, ASO, SSL",,KTAP,"KTAP, ATAP ",KTAP,KTAP,,KTAP,Yes,,RAC configuration is surpported. supported on x86 
GDP,12.0,Amazon Linux,Amazon Linux 2023,Oracle,Oracle 19c,KTAP,KTAP,"ATAP, ASO, SSL",,KTAP,"KTAP, ATAP ",KTAP,KTAP,,KTAP,Yes,,RAC configuration is surpported. supported on x86
GDP,12.0,Amazon Linux,Amazon Linux 2,PostgreSQL,PostgreSQL 14.0,KTAP,KTAP,ATAP,,,"KTAP, ATAP ",KTAP,"KTAP, ATAP",KTAP,Yes,Yes,,supported on x86 and Arm64
GDP,12.0,Amazon Linux,Amazon Linux 2023,PostgreSQL,PostgreSQL 14.0,KTAP,KTAP,ATAP,,,"KTAP, ATAP ",KTAP,"KTAP, ATAP",KTAP,Yes,Yes,,supported on x86 and Arm64
GDP,12.0,Amazon Linux,Amazon Linux 2,PostgreSQL,PostgreSQL 15.0,KTAP,KTAP,ATAP,,,"KTAP, ATAP ",KTAP,"KTAP, ATAP",KTAP,Yes,Yes,,supported on x86 and Arm64
GDP,12.0,Amazon Linux,Amazon Linux 2023,PostgreSQL,PostgreSQL 15.0,KTAP,KTAP,ATAP,,,"KTAP, ATAP ",KTAP,"KTAP, ATAP",KTAP,Yes,Yes,,supported on x86 and Arm64
GDP,12.0,Amazon Linux,Amazon Linux 2,MySQL,MySQL 8.3,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,Yes,,supported on x86 and Arm64
GDP,12.0,Amazon Linux,Amazon Linux 2023,MySQL,MySQL 8.3,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,Yes,,supported on x86 and Arm64
GDP,12.0,Amazon Linux,Amazon Linux 2,MySQL,MySQL 8.4,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,Yes,,supported on x86 and Arm64
GDP,12.0,Amazon Linux,Amazon Linux 2023,MySQL,MySQL 8.4,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,Yes,,supported on x86 and Arm64
GDP,12.0,Amazon Linux,Amazon Linux 2,MySQL,MySQL 8.4,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,Yes,,supported on x86 and Arm64
GDP,12.0,Amazon Linux,Amazon Linux 2023,MySQL,MySQL 8.4,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,Yes,,supported on x86 and Arm64
GDP,12.0,Amazon Linux,Amazon Linux 2023,MongoDB,MongoDB 8.0,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP ",KTAP,"KTAP, ATAP",KTAP,,,,supported on x86 and Arm64
GDP,12.0,Ubuntu,Ubuntu 24.04,MySQL,MySQL 5.7,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,Yes,,
GDP,12.0,Ubuntu,Ubuntu 24.04,MySQL,MySQL 8.0,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,Yes,,
GDP,12.0,Ubuntu,Ubuntu 24.04,MySQL,MySQL 8.4,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,Yes,,
GDP,12.0,Ubuntu,Ubuntu 24.04,PostgreSQL,PostgreSQL 10,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,PostgreSQL bind variables supported
GDP,12.0,Ubuntu,Ubuntu 24.04,PostgreSQL,PostgreSQL 11,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,PostgreSQL bind variables supported
GDP,12.0,Ubuntu,Ubuntu 24.04,PostgreSQL,PostgreSQL 12.0,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,PostgreSQL bind variables supported
GDP,12.0,Ubuntu,Ubuntu 24.04,PostgreSQL,PostgreSQL 12.3,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,PostgreSQL bind variables supported
GDP,12.0,Ubuntu,Ubuntu 24.04,PostgreSQL,PostgreSQL 12.7,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,PostgreSQL bind variables supported
GDP,12.0,Ubuntu,Ubuntu 24.04,PostgreSQL,PostgreSQL 13.0,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,Yes,Yes,,PostgreSQL bind variables supported
GDP,12.0,Ubuntu,Ubuntu 24.04,PostgreSQL,PostgreSQL 13.4,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,Yes,Yes,,SSL encryption supported PostgreSQL bind variables supported
GDP,12.0,Ubuntu,Ubuntu 24.04,PostgreSQL,PostgreSQL 14.0,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,Yes,Yes,,SSL encryption supported PostgreSQL bind variables supported
GDP,12.0,Ubuntu,Ubuntu 24.04,PostgreSQL,PostgreSQL 15.0,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,Yes,Yes,,PostgreSQL bind variables supported
GDP,12.0,Ubuntu,Ubuntu 24.04,PostgreSQL,PostgreSQL 15.2,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,Yes,Yes,,PostgreSQL bind variables supported
GDP,12.0,Ubuntu,Ubuntu 24.04,PostgreSQL,PostgreSQL 16.0,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,Yes,Yes,,PostgreSQL bind variables supported
GDP,12.0,Ubuntu,Ubuntu 24.04,PostgreSQL,PostgreSQL 9.4,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,SSL encryption supported PostgreSQL bind variables supported
GDP,12.0,Ubuntu,Ubuntu 24.04,PostgreSQL,PostgreSQL 9.5,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,SSL encryption supported PostgreSQL bind variables supported
GDP,12.0,Ubuntu,Ubuntu 24.04,PostgreSQL,PostgreSQL 9.6,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,PostgreSQL bind variables supported
GDP,12.0,Ubuntu,Ubuntu 24.04,Percona Server for MySQL,Percona Server for MySQL 8.0,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,
GDP,12.0,Ubuntu,Ubuntu 24.04,MilvusDB Standalone,MilvusDB 2.4.14,KTAP ( only gRPC ),KTAP ( only gRPC ),,,,,,,KTAP,,,,Only MilvusDB Standalone supported.
GDP,12.0,Ubuntu,Ubuntu 24.04,PostgreSQL,PostgreSQL 17.2,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,Yes,Yes,,PostgreSQL bind variables supported
GDP,12.0,Windows Server,Windows Server 2025,CouchDB,Couch 3,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,12.0,Windows Server,Windows Server 2025,CouchDB,Couch 3.2,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,12.0,Windows Server,Windows Server 2025,CouchDB,Couch 3.3,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,12.0,Windows Server,Windows Server 2025,CouchDB,Couch 3.3.2,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,12.0,Windows Server,Windows Server 2025,IBM Db2,IBM Db2 10.1,STAP also with Db2 Exit,"Db2 Exit, STAP",SSL,"STAP,Db2 Exit",,STAP Except Db2 Exit,STAP Except Db2 Exit,,,STAP,STAP,"TCP, SHM",SSL Encryption supported only using Db2 EXIT
GDP,12.0,Windows Server,Windows Server 2025,IBM Db2,IBM Db2 10.5,STAP also with Db2 Exit,"Db2 Exit, STAP",SSL,"STAP,Db2 Exit",,STAP Except Db2 Exit,STAP Except Db2 Exit,,,STAP,STAP,"TCP, SHM",SSL Encryption supported only using Db2 EXIT
GDP,12.0,Windows Server,Windows Server 2025,IBM Db2,IBM Db2 11.1,STAP also with Db2 Exit,"Db2 Exit, STAP",SSL,"STAP,Db2 Exit",,STAP Except Db2 Exit,STAP Except Db2 Exit,,,STAP,STAP,"TCP, SHM",SSL Encryption supported only using Db2 EXIT
GDP,12.0,Windows Server,Windows Server 2025,IBM Db2,IBM Db2 11.5,STAP also with Db2 Exit,"Db2 Exit, STAP",SSL,"STAP,Db2 Exit",,STAP Except Db2 Exit,STAP Except Db2 Exit,,,STAP,STAP,"TCP, SHM",SSL Encryption supported only using Db2 EXIT
GDP,12.0,Windows Server,Windows Server 2025,Elasticsearch,Elasticsearch 7.15,STAP,STAP,,,,STAP,,,,,STAP,TCP,
GDP,12.0,Windows Server,Windows Server 2025,Elasticsearch,Elasticsearch 8.10.4,STAP,STAP,,,,STAP,,,,,STAP,TCP,
GDP,12.0,Windows Server,Windows Server 2025,Elasticsearch,Elasticsearch 8.6,STAP,STAP,,,,STAP,,,,,STAP,TCP,
GDP,12.0,Windows Server,Windows Server 2025,IBM Informix,IBM Informix 14.1,STAP,STAP,SSL,,,STAP,STAP,,,STAP,STAP,TCP,
GDP,12.0,Windows Server,Windows Server 2025,MariaDB,MariaDB 10.1,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,12.0,Windows Server,Windows Server 2025,MariaDB,MariaDB 10.6,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,12.0,Windows Server,Windows Server 2025,MariaDB,MariaDB 10.7,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,12.0,Windows Server,Windows Server 2025,MariaDB,MariaDB 11.2,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,12.0,Windows Server,Windows Server 2025,MongoDB,MongoDB 8.0,,STAP,,,STAP,STAP,STAP,,,,STAP,TCP,
GDP,12.0,Windows Server,Windows Server 2025,MongoDB,MongoDB 7.0,,STAP,,,STAP,STAP,STAP,,,,STAP,TCP,
GDP,12.0,Windows Server,Windows Server 2025,MS SQL Server,MS SQL Server 2017,STAP,STAP,STAP,,STAP,STAP,STAP,,,STAP,STAP,"TCP, NMP",For the Redact scrub function with MSSQL Server 2016 and laterGuardium can parse SQL statements but the encrypted columns cannot be read.
GDP,12.0,Windows Server,Windows Server 2025,MS SQL Server,MS SQL Server 2019,STAP,STAP,STAP,,STAP,STAP,STAP,,,STAP,STAP,"TCP, NMP",Force Encryption is supported in MS SQL Server 2019.
GDP,12.0,Windows Server,Windows Server 2025,MS SQL Server,MS SQL Server 2022,STAP,STAP,STAP,,STAP,STAP,STAP,,,STAP,STAP,"TCP, NMP",
GDP,12.0,Windows Server,Windows Server 2025,MS SQL Server Always On,MS SQL Server 2017,STAP,STAP,STAP,,STAP,STAP,STAP,,,STAP,STAP,"TCP, NMP",Force Encryption is supported in MS SQL Server 2019.
GDP,12.0,Windows Server,Windows Server 2025,MS SQL Server Always On,MS SQL Server 2019,STAP,STAP,STAP,,STAP,STAP,STAP,,,STAP,STAP,"TCP, NMP",Force Encryption is supported in MS SQL Server 2019.
GDP,12.0,Windows Server,Windows Server 2025,MS SQL Server Cluster,MS SQL Server 2017,STAP,STAP,STAP,,STAP,STAP,STAP,,,STAP,STAP,"TCP, NMP",For the Redact scrub function with MSSQL Server 2016and laterGuardium can parse SQL statements but the encrypted columns cannot be read.
GDP,12.0,Windows Server,Windows Server 2025,MS SQL Server Cluster,MS SQL Server 2019,STAP,STAP,STAP,,STAP,STAP,STAP,,,STAP,STAP,"TCP, NMP",Force Encryption is supported in MS SQL Server 2019.
GDP,12.0,Windows Server,Windows Server 2025,MySQL,MySQL 5.7,STAP,STAP,,,,STAP,STAP,,,STAP,STAP,"TCP, NMP, BEQ",Shared Memory traffic is not supported by Windows STAP
GDP,12.0,Windows Server,Windows Server 2025,MySQL,MySQL 8.0,STAP,STAP,,,,STAP,STAP,,,STAP,STAP,"TCP, NMP, BEQ",Shared Memory traffic is not supported by Windows STAP
GDP,12.0,Windows Server,Windows Server 2025,MySQL,MySQL 8.3,STAP,STAP,,,,STAP,STAP,,,STAP,STAP,"TCP, NMP, BEQ",Shared Memory traffic is not supported by Windows STAP
GDP,12.0,Windows Server,Windows Server 2025,Oracle,Oracle 11gR2,STAP,STAP,STAP ASO,,,STAP,STAP,,,STAP,STAP,"TCP, NMP, BEQ",RAC configuration is surpported. Oracle SSL is not supported for Windows STAP Oracle Express XE is not supported
GDP,12.0,Windows Server,Windows Server 2025,Oracle,Oracle 12.1,STAP,STAP,STAP ASO,,,STAP,STAP,,,STAP,STAP,"TCP, NMP, BEQ",RAC configuration is surpported. Oracle SSL is not supported for Windows STAP Oracle Express XE is not supported
GDP,12.0,Windows Server,Windows Server 2025,Oracle,Oracle 12.2,STAP,STAP,STAP ASO,,,STAP,STAP,,,STAP,STAP,"TCP, NMP, BEQ",RAC configuration is surpported. Oracle SSL is not supported for Windows STAP Oracle Express XE is not supported
GDP,12.0,Windows Server,Windows Server 2025,Oracle,Oracle 18c,STAP,STAP,STAP ASO,,,STAP,STAP,,,STAP,STAP,"TCP, NMP, BEQ",RAC configuration is surpported. Oracle SSL is not supported for Windows STAP Oracle Express XE is not supported
GDP,12.0,Windows Server,Windows Server 2025,Oracle,Oracle 19c,STAP,STAP,STAP ASO,,,STAP,STAP,,,STAP,STAP,"TCP, NMP, BEQ",RAC configuration is surpported. Oracle SSL is not supported for Windows STAP Oracle Express XE is not supported
GDP,12.0,Windows Server,Windows Server 2025,Oracle,Oracle 21c,STAP,STAP,STAP ASO,,,STAP,STAP,,,STAP,STAP,"TCP, NMP, BEQ",RAC configuration is surpported. Oracle SSL is not supported for Windows STAP Oracle Express XE is not supported
GDP,12.0,Windows Server,Windows Server 2025,PostgreSQL,PostgreSQL 10,STAP,STAP,,,,STAP,STAP,,,STAP,STAP,TCP,Windows does not support encryption for PostgreSQL
GDP,12.0,Windows Server,Windows Server 2025,PostgreSQL,PostgreSQL 11,STAP,STAP,,,,STAP,STAP,,,STAP,STAP,TCP,Windows does not support encryption for PostgreSQL
GDP,12.0,Windows Server,Windows Server 2025,PostgreSQL,PostgreSQL 12.3,STAP,STAP,,,,STAP,STAP,,,STAP,STAP,TCP,Windows does not support encryption for PostgreSQL
GDP,12.0,Windows Server,Windows Server 2025,PostgreSQL,PostgreSQL 12.7,STAP,STAP,,,,STAP,STAP,,,STAP,STAP,TCP,Windows does not support encryption for PostgreSQL
GDP,12.0,Windows Server,Windows Server 2025,PostgreSQL,PostgreSQL 13.0,STAP,STAP,,,,STAP,STAP,,,STAP,STAP,TCP,Windows does not support encryption for PostgreSQL
GDP,12.0,Windows Server,Windows Server 2025,PostgreSQL,PostgreSQL 13.4,STAP,STAP,,,,STAP,STAP,,,STAP,STAP,TCP,Windows does not support encryption for PostgreSQL
GDP,12.0,Windows Server,Windows Server 2025,PostgreSQL,PostgreSQL 14.0,STAP,STAP,,,,STAP,STAP,,,STAP,STAP,TCP,Windows does not support encryption for PostgreSQL
GDP,12.0,Windows Server,Windows Server 2025,PostgreSQL,PostgreSQL 15.0,STAP,STAP,,,,STAP,STAP,,,STAP,STAP,TCP,Windows does not support encryption for PostgreSQL
GDP,12.0,Windows Server,Windows Server 2025,PostgreSQL,PostgreSQL 15.2,STAP,STAP,,,,STAP,STAP,,,STAP,STAP,TCP,Windows does not support encryption for PostgreSQL
GDP,12.0,Windows Server,Windows Server 2025,PostgreSQL,PostgreSQL 16.0,STAP,STAP,,,,STAP,STAP,,,STAP,STAP,TCP,Windows does not support encryption for PostgreSQL
GDP,12.0,Windows Server,Windows Server 2025,EDB Postgres,EDB 12,STAP,STAP,,,,STAP,STAP,,,STAP,STAP,TCP,Windows does not support encryption for PostgreSQL
GDP,12.0,Windows Server,Windows Server 2025,EDB Postgres,EDB 15,STAP,STAP,,,,STAP,STAP,,,STAP,STAP,TCP,Windows does not support encryption for PostgreSQL
GDP,12.0,Windows Server,Windows Server 2025,Sybase ASE,Sybase ASE 15.7,STAP,STAP,,,,STAP,STAP,,,STAP,STAP,TCP,Windows does not support SSL for Sybase ASE
GDP,12.0,Windows Server,Windows Server 2025,Sybase ASE,Sybase ASE 16,STAP,STAP,,,,STAP,STAP,,,STAP,STAP,TCP,Windows does not support SSL for Sybase ASE
GDP,12.0,Windows Server,Windows Server 2025,Couchbase,Couchbase 7.1,STAP ,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,12.0,Windows Server,Windows Server 2025,PostgreSQL,PostgreSQL 17.4,STAP,STAP,,,,STAP,STAP,,,STAP,STAP,TCP,Windows does not support encryption for PostgreSQL
GDP,12.0,Windows Server,Windows Server 2025,MariaDB,MariaDB 11.7,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,12.0,Windows Server,Windows Server 2025,Elasticsearch,Elasticsearch 8.17,STAP,STAP,,,,STAP,,,,,STAP,TCP,
GDP,12.0,Windows Server,Windows Server 2025,IBM Db2,IBM Db2 12.1,STAP also with Db2 Exit,"Db2 Exit, STAP",SSL,"STAP,Db2 Exit",,STAP Except Db2 Exit,STAP Except Db2 Exit,,,STAP,STAP,"TCP, SHM",SSL Encryption supported only using Db2 EXIT
GDP,11.5,Windows Server,Windows Server 2025,CouchDB,Couch 3,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,11.5,Windows Server,Windows Server 2025,CouchDB,Couch 3.2,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,11.5,Windows Server,Windows Server 2025,CouchDB,Couch 3.3,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,11.5,Windows Server,Windows Server 2025,CouchDB,Couch 3.3.2,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,11.5,Windows Server,Windows Server 2025,IBM Db2,IBM Db2 10.1,STAP also with Db2 Exit,"Db2 Exit, STAP",SSL,"STAP,Db2 Exit",,STAP Except Db2 Exit,STAP Except Db2 Exit,,,STAP,STAP,"TCP, SHM",SSL Encryption supported only using Db2 EXIT
GDP,11.5,Windows Server,Windows Server 2025,IBM Db2,IBM Db2 10.5,STAP also with Db2 Exit,"Db2 Exit, STAP",SSL,"STAP,Db2 Exit",,STAP Except Db2 Exit,STAP Except Db2 Exit,,,STAP,STAP,"TCP, SHM",SSL Encryption supported only using Db2 EXIT
GDP,11.5,Windows Server,Windows Server 2025,IBM Db2,IBM Db2 11.1,STAP also with Db2 Exit,"Db2 Exit, STAP",SSL,"STAP,Db2 Exit",,STAP Except Db2 Exit,STAP Except Db2 Exit,,,STAP,STAP,"TCP, SHM",SSL Encryption supported only using Db2 EXIT
GDP,11.5,Windows Server,Windows Server 2025,IBM Db2,IBM Db2 11.5,STAP also with Db2 Exit,"Db2 Exit, STAP",SSL,"STAP,Db2 Exit",,STAP Except Db2 Exit,STAP Except Db2 Exit,,,STAP,STAP,"TCP, SHM",SSL Encryption supported only using Db2 EXIT
GDP,11.5,Windows Server,Windows Server 2025,Elasticsearch,Elasticsearch 7.15,STAP,STAP,,,,STAP,,,,,STAP,TCP,
GDP,11.5,Windows Server,Windows Server 2025,Elasticsearch,Elasticsearch 8.10.4,STAP,STAP,,,,STAP,,,,,STAP,TCP,
GDP,11.5,Windows Server,Windows Server 2025,Elasticsearch,Elasticsearch 8.6,STAP,STAP,,,,STAP,,,,,STAP,TCP,
GDP,11.5,Windows Server,Windows Server 2025,IBM Informix,IBM Informix 14.1,STAP,STAP,SSL,,,STAP,STAP,,,STAP,STAP,TCP,
GDP,11.5,Windows Server,Windows Server 2025,MariaDB,MariaDB 10.1,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,11.5,Windows Server,Windows Server 2025,MariaDB,MariaDB 10.6,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,11.5,Windows Server,Windows Server 2025,MariaDB,MariaDB 10.7,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,11.5,Windows Server,Windows Server 2025,MariaDB,MariaDB 11.2,STAP,STAP,,,,STAP,STAP,,,,STAP,TCP,
GDP,11.5,Windows Server,Windows Server 2025,MongoDB,MongoDB 8.0,,STAP,,,STAP,STAP,STAP,,,,STAP,TCP,
GDP,11.5,Windows Server,Windows Server 2025,MongoDB,MongoDB 7.0,,STAP,,,STAP,STAP,STAP,,,,STAP,TCP,
GDP,11.5,Windows Server,Windows Server 2025,MS SQL Server,MS SQL Server 2017,STAP,STAP,STAP,,STAP,STAP,STAP,,,STAP,STAP,"TCP, NMP",For the Redact scrub function with MSSQL Server 2016 and laterGuardium can parse SQL statements but the encrypted columns cannot be read.
GDP,11.5,Windows Server,Windows Server 2025,MS SQL Server,MS SQL Server 2019,STAP,STAP,STAP,,STAP,STAP,STAP,,,STAP,STAP,"TCP, NMP",Force Encryption is supported in MS SQL Server 2019.
GDP,11.5,Windows Server,Windows Server 2025,MS SQL Server,MS SQL Server 2022,STAP,STAP,STAP,,STAP,STAP,STAP,,,STAP,STAP,"TCP, NMP",
GDP,11.5,Windows Server,Windows Server 2025,MS SQL Server Always On,MS SQL Server 2017,STAP,STAP,STAP,,STAP,STAP,STAP,,,STAP,STAP,"TCP, NMP",Force Encryption is supported in MS SQL Server 2019.
GDP,11.5,Windows Server,Windows Server 2025,MS SQL Server Always On,MS SQL Server 2019,STAP,STAP,STAP,,STAP,STAP,STAP,,,STAP,STAP,"TCP, NMP",Force Encryption is supported in MS SQL Server 2019.
GDP,11.5,Windows Server,Windows Server 2025,MS SQL Server Cluster,MS SQL Server 2017,STAP,STAP,STAP,,STAP,STAP,STAP,,,STAP,STAP,"TCP, NMP",For the Redact scrub function with MSSQL Server 2016and laterGuardium can parse SQL statements but the encrypted columns cannot be read.
GDP,11.5,Windows Server,Windows Server 2025,MS SQL Server Cluster,MS SQL Server 2019,STAP,STAP,STAP,,STAP,STAP,STAP,,,STAP,STAP,"TCP, NMP",Force Encryption is supported in MS SQL Server 2019.
GDP,11.5,Windows Server,Windows Server 2025,MySQL,MySQL 5.7,STAP,STAP,,,,STAP,STAP,,,STAP,STAP,"TCP, NMP, BEQ",Shared Memory traffic is not supported by Windows STAP
GDP,11.5,Windows Server,Windows Server 2025,MySQL,MySQL 8.0,STAP,STAP,,,,STAP,STAP,,,STAP,STAP,"TCP, NMP, BEQ",Shared Memory traffic is not supported by Windows STAP
GDP,11.5,Windows Server,Windows Server 2025,MySQL,MySQL 8.3,STAP,STAP,,,,STAP,STAP,,,STAP,STAP,"TCP, NMP, BEQ",Shared Memory traffic is not supported by Windows STAP
GDP,11.5,Windows Server,Windows Server 2025,Oracle,Oracle 11gR2,STAP,STAP,STAP ASO,,,STAP,STAP,,,STAP,STAP,"TCP, NMP, BEQ",RAC configuration is surpported. Oracle SSL is not supported for Windows STAP Oracle Express XE is not supported
GDP,11.5,Windows Server,Windows Server 2025,Oracle,Oracle 12.1,STAP,STAP,STAP ASO,,,STAP,STAP,,,STAP,STAP,"TCP, NMP, BEQ",RAC configuration is surpported. Oracle SSL is not supported for Windows STAP Oracle Express XE is not supported
GDP,11.5,Windows Server,Windows Server 2025,Oracle,Oracle 12.2,STAP,STAP,STAP ASO,,,STAP,STAP,,,STAP,STAP,"TCP, NMP, BEQ",RAC configuration is surpported. Oracle SSL is not supported for Windows STAP Oracle Express XE is not supported
