GDP_Type,GuardiumVersion,OSName,OSVersion,DatabaseName,DatabaseVersion,Network traffic,Local traffic,Encrypted traffic,Shared Memory,Kerberos,Blocking,Redaction,UID Chain,Compression,Query Rewrite,Instance Discovery,Protocol,Notes
GDP,12.0,Suse,Suse 15 64bit,IBM Db2,IBM Db2 12.1,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,Db2 Exit,,"Db2 Exit, KTAP",KTAP,"Db2 Exit, KTAP",KTAP,,Yes,,
GDP,12.0,zLinux,zLinux Suse 15 64bit,IBM Db2,IBM Db2 12.1,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, ATAP",,"Db2 Exit, KTAP, ATAP",KTAP,"Db2 Exit, KTAP",KTAP,,Yes,,
GDP,12.0,zLinux,zLinux Ubuntu 22.04,IBM Db2,IBM Db2 12.1,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, KTAP",,KTAP,KTAP,KTAP,KTAP,,Yes,,
GDP,12.1,AIX,AIX 7.3,IBM Db2,IBM Db2 12.1,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, KTAP",,"Db2 Exit, KTAP",KTAP,"Db2 Exit, KTAP",,,Yes,,
GDP,12.1,Red Hat,Red Hat 9,IBM Db2,IBM Db2 12.1,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, ATAP",,"Db2 Exit, KTAP, ATAP",KTAP,"Db2 Exit, KTAP",KTAP,KTAP,Yes,,
GDP,12.1,Suse,Suse 15 64bit,IBM Db2,IBM Db2 12.1,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,Db2 Exit,,"Db2 Exit, KTAP",KTAP,"Db2 Exit, KTAP",KTAP,,Yes,,
GDP,12.1,zLinux,zLinux Suse 15 64bit,IBM Db2,IBM Db2 12.1,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, ATAP",,"Db2 Exit, KTAP, ATAP",KTAP,"Db2 Exit, KTAP",KTAP,,Yes,,
GDP,12.1,zLinux,zLinux Ubuntu 22.04,IBM Db2,IBM Db2 12.1,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, KTAP",,KTAP,KTAP,KTAP,KTAP,,Yes,,
GDP,12.0,Ubuntu,Ubuntu 22.04,IBM Db2,IBM Db2 12.1,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, KTAP",,KTAP,KTAP,KTAP,KTAP,,Yes,,
GDP,12.1,Ubuntu,Ubuntu 22.04,IBM Db2,IBM Db2 12.1,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, KTAP",,KTAP,KTAP,KTAP,KTAP,,Yes,,
GDP,11.5,Ubuntu,Ubuntu 22.04,IBM Db2,IBM Db2 12.1,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, KTAP",,KTAP,KTAP,KTAP,KTAP,,Yes,,
GDP,11.5,zLinux,zLinux Red Hat 9,IBM Db2,IBM Db2 12.1,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, ATAP",,"Db2 Exit, KTAP, ATAP",KTAP,"Db2 Exit, KTAP",KTAP,KTAP,Yes,,
GDP,12.0,zLinux,zLinux Red Hat 9,IBM Db2,IBM Db2 12.1,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, ATAP",,"Db2 Exit, KTAP, ATAP",KTAP,"Db2 Exit, KTAP",KTAP,KTAP,Yes,,
GDP,12.1,zLinux,zLinux Red Hat 9,IBM Db2,IBM Db2 12.1,"Db2 Exit, KTAP","Db2 Exit, KTAP",Db2 Exit,"Db2 Exit, ATAP",,"Db2 Exit, KTAP, ATAP",KTAP,"Db2 Exit, KTAP",KTAP,KTAP,Yes,,
GDP,11.5,Red Hat,Red Hat 8,MongoDB,MongoDB 8.0,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,11.5,Red Hat,Red Hat 9,MongoDB,MongoDB 8.0,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,11.5,Suse,Suse 12 64bit,MongoDB,MongoDB 8.0,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,11.5,Suse,Suse 15 64bit,MongoDB,MongoDB 8.0,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.0,Red Hat,Red Hat 8,MongoDB,MongoDB 8.0,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.0,Red Hat,Red Hat 9,MongoDB,MongoDB 8.0,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.0,Suse,Suse 12 64bit,MongoDB,MongoDB 8.0,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.0,Suse,Suse 15 64bit,MongoDB,MongoDB 8.0,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.1,Red Hat,Red Hat 8,MongoDB,MongoDB 8.0,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.1,Red Hat,Red Hat 9,MongoDB,MongoDB 8.0,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.1,Suse,Suse 12 64bit,MongoDB,MongoDB 8.0,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,12.1,Suse,Suse 15 64bit,MongoDB,MongoDB 8.0,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP",KTAP,"KTAP, ATAP (ATAP only when configured for real Ips)",KTAP,,,,supported MongoDB mgo client version 2 3.2.1 3.4.2 3.6 4.0. MongoDB Compass client versions 1.14 1.15 1.16 3.6 4.0.
GDP,11.5,Windows Server,Windows Server 2016,MongoDB,MongoDB 8.0,,STAP,,,STAP,STAP,STAP,,,,STAP,TCP,
GDP,11.5,Windows Server,Windows Server 2019,MongoDB,MongoDB 8.0,,STAP,,,STAP,STAP,STAP,,,,STAP,TCP,
GDP,11.5,Windows Server,Windows Server 2022,MongoDB,MongoDB 8.0,,STAP,,,STAP,STAP,STAP,,,,STAP,TCP,
GDP,12.0,Windows Server,Windows Server 2016,MongoDB,MongoDB 8.0,,STAP,,,STAP,STAP,STAP,,,,STAP,TCP,
GDP,12.0,Windows Server,Windows Server 2019,MongoDB,MongoDB 8.0,,STAP,,,STAP,STAP,STAP,,,,STAP,TCP,
GDP,12.0,Windows Server,Windows Server 2022,MongoDB,MongoDB 8.0,,STAP,,,STAP,STAP,STAP,,,,STAP,TCP,
GDP,12.1,Windows Server,Windows Server 2016,MongoDB,MongoDB 8.0,,STAP,,,STAP,STAP,STAP,,,,STAP,TCP,
GDP,12.1,Windows Server,Windows Server 2019,MongoDB,MongoDB 8.0,,STAP,,,STAP,STAP,STAP,,,,STAP,TCP,
GDP,12.1,Windows Server,Windows Server 2022,MongoDB,MongoDB 8.0,,STAP,,,STAP,STAP,STAP,,,,STAP,TCP,
GDP,11.5,Amazon Linux,Amazon Linux 2023,MongoDB,MongoDB 8.0,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP ",KTAP,"KTAP, ATAP",KTAP,,,,supported on x86 and Arm64
GDP,12.1,Amazon Linux,Amazon Linux 2023,MongoDB,MongoDB 8.0,KTAP,KTAP,ATAP,,KTAP,"KTAP, ATAP ",KTAP,"KTAP, ATAP",KTAP,,,,supported on x86 and Arm64
GDP,12.1,Red Hat,Red Hat 8,Redis,Redis 7.8,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,
GDP,12.1,Red Hat,Red Hat 9,Redis,Redis 7.8,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,
GDP,11.5,Red Hat,Red Hat 8,Redis,Redis 7.4,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,
GDP,11.5,Red Hat,Red Hat 9,Redis,Redis 7.4,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,
GDP,11.5,Red Hat,Red Hat 8,Redis,Redis 7.8,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,
GDP,11.5,Red Hat,Red Hat 9,Redis,Redis 7.8,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,
GDP,12.0,Red Hat,Red Hat 8,Redis,Redis 7.4,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,
GDP,12.0,Red Hat,Red Hat 9,Redis,Redis 7.4,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,
GDP,12.0,Red Hat,Red Hat 8,Redis,Redis 7.8,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,
GDP,12.0,Red Hat,Red Hat 9,Redis,Redis 7.8,KTAP,KTAP,,,,KTAP,KTAP,KTAP,KTAP,,,,
GDP,11.5,Oracle Linux,Oracle Linux 8,Oracle,Oracle 11gR2,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,11.5,Oracle Linux,Oracle Linux 8,Oracle,Oracle 12.1,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,11.5,Oracle Linux,Oracle Linux 8,Oracle,Oracle 12.2,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,11.5,Oracle Linux,Oracle Linux 8,Oracle,Oracle 18c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,11.5,Oracle Linux,Oracle Linux 8,Oracle,Oracle 19c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,11.5,Oracle Linux,Oracle Linux 8,Oracle,Oracle 21c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.0,Oracle Linux,Oracle Linux 8,Oracle,Oracle 11gR2,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.0,Oracle Linux,Oracle Linux 8,Oracle,Oracle 12.1,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.0,Oracle Linux,Oracle Linux 8,Oracle,Oracle 12.2,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.0,Oracle Linux,Oracle Linux 8,Oracle,Oracle 18c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.0,Oracle Linux,Oracle Linux 8,Oracle,Oracle 19c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.0,Oracle Linux,Oracle Linux 8,Oracle,Oracle 21c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.1,Oracle Linux,Oracle Linux 8,Oracle,Oracle 11gR2,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.1,Oracle Linux,Oracle Linux 8,Oracle,Oracle 12.1,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.1,Oracle Linux,Oracle Linux 8,Oracle,Oracle 12.2,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.1,Oracle Linux,Oracle Linux 8,Oracle,Oracle 18c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.1,Oracle Linux,Oracle Linux 8,Oracle,Oracle 19c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.1,Oracle Linux,Oracle Linux 8,Oracle,Oracle 21c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,11.5,Oracle Linux,Oracle Linux 7,Oracle,Oracle 11gR2,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. Oracle Express XE is not supported. ATAP with Linux 2.6.36 and higher only.
GDP,11.5,Oracle Linux,Oracle Linux 7,Oracle,Oracle 12.1,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. Oracle Express XE is not supported. ATAP with Linux 2.6.36 and higher only.
GDP,11.5,Oracle Linux,Oracle Linux 7,Oracle,Oracle 12.2,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. Oracle Express XE is not supported. ATAP with Linux 2.6.36 and higher only.
GDP,11.5,Oracle Linux,Oracle Linux 7,Oracle,Oracle 18c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. Oracle Express XE is not supported. ATAP with Linux 2.6.36 and higher only.
GDP,11.5,Oracle Linux,Oracle Linux 7,Oracle,Oracle 19c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. Oracle Express XE is not supported. ATAP with Linux 2.6.36 and higher only.
GDP,11.5,Oracle Linux,Oracle Linux 7,Oracle,Oracle 21c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. Oracle Express XE is not supported. ATAP with Linux 2.6.36 and higher only.
GDP,12.0,Oracle Linux,Oracle Linux 7,Oracle,Oracle 11gR2,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. Oracle Express XE is not supported. ATAP with Linux 2.6.36 and higher only.
GDP,12.0,Oracle Linux,Oracle Linux 7,Oracle,Oracle 12.1,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. Oracle Express XE is not supported. ATAP with Linux 2.6.36 and higher only.
GDP,12.0,Oracle Linux,Oracle Linux 7,Oracle,Oracle 12.2,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. Oracle Express XE is not supported. ATAP with Linux 2.6.36 and higher only.
GDP,12.0,Oracle Linux,Oracle Linux 7,Oracle,Oracle 18c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. Oracle Express XE is not supported. ATAP with Linux 2.6.36 and higher only.
GDP,12.0,Oracle Linux,Oracle Linux 7,Oracle,Oracle 19c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. Oracle Express XE is not supported. ATAP with Linux 2.6.36 and higher only.
GDP,12.0,Oracle Linux,Oracle Linux 7,Oracle,Oracle 21c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. Oracle Express XE is not supported. ATAP with Linux 2.6.36 and higher only.
GDP,12.1,Oracle Linux,Oracle Linux 7,Oracle,Oracle 11gR2,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. Oracle Express XE is not supported. ATAP with Linux 2.6.36 and higher only.
GDP,12.1,Oracle Linux,Oracle Linux 7,Oracle,Oracle 12.1,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. Oracle Express XE is not supported. ATAP with Linux 2.6.36 and higher only.
GDP,12.1,Oracle Linux,Oracle Linux 7,Oracle,Oracle 12.2,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. Oracle Express XE is not supported. ATAP with Linux 2.6.36 and higher only.
GDP,12.1,Oracle Linux,Oracle Linux 7,Oracle,Oracle 18c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. Oracle Express XE is not supported. ATAP with Linux 2.6.36 and higher only.
GDP,12.1,Oracle Linux,Oracle Linux 7,Oracle,Oracle 19c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. Oracle Express XE is not supported. ATAP with Linux 2.6.36 and higher only.
GDP,12.1,Oracle Linux,Oracle Linux 7,Oracle,Oracle 21c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Little endian and Big endian supported on Power 8 RHEL 7.x7.6 PPC64LE. Oracle Express XE is not supported. ATAP with Linux 2.6.36 and higher only.
GDP,11.5,Oracle Linux,Oracle Linux 9,Oracle,Oracle 11gR2,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,11.5,Oracle Linux,Oracle Linux 9,Oracle,Oracle 12.1,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,11.5,Oracle Linux,Oracle Linux 9,Oracle,Oracle 12.2,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,11.5,Oracle Linux,Oracle Linux 9,Oracle,Oracle 18c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,11.5,Oracle Linux,Oracle Linux 9,Oracle,Oracle 19c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,11.5,Oracle Linux,Oracle Linux 9,Oracle,Oracle 21c,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.0,Oracle Linux,Oracle Linux 9,Oracle,Oracle 11gR2,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.0,Oracle Linux,Oracle Linux 9,Oracle,Oracle 12.1,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
GDP,12.0,Oracle Linux,Oracle Linux 9,Oracle,Oracle 12.2,KTAP,KTAP,ATAP ASO SSL,,KTAP,"KTAP, ATAP",KTAP,KTAP,,KTAP,Yes,,RAC and Exadata configarations are supported. Guardium Client IP and Analyzed Client IP are not supported in Oracle SSL traffic. Oracle Express XE is not supported.
